t_ns_since_cmd,position_counts,op_0x35_hex,op_0xA6_hex,op_0xA7_hex,op_0xAD_hex,op_0x1E_hex,op_0x4A_hex,op_0xB6_hex,op_0x4B_hex
3113935,-4652,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
9412514,-3325,001d,00002506,000000000000,000000090000,0000000a3333,00000000267d,001d,0000000a3333
13147136,-2589,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
17565342,-1762,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
21757158,-924,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
25417159,-215,001d,00002506,000000000000,0000000b0000,0000000a3333,00000000267d,001d,0000000a3333
29143529,532,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
32744023,1261,001d,00002506,000000000000,0000000b0000,0000000a3333,00000000267d,001d,0000000a3333
36348307,2018,001d,00002506,000000000000,0000000b0000,0000000a3333,00000000267d,001d,0000000a3333
39934183,2766,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
43420993,3490,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
46838190,4199,001d,00002506,000000000000,0000000a0000,0000000a3333,00000000267d,001d,0000000a3333
50380273,4923,001d,00002504,0000fffffd56,0000000a0000,00000009c795,00000000267d,001d,0000000a3333
53752751,5577,001d,00002504,0000fffffd56,0000000a0000,000000091551,00000000267d,001d,0000000a3333
57254772,6197,001d,00002504,0000fffffd56,000000090000,00000008605e,00000000267d,001d,0000000a3333
60817194,6775,001d,00002504,0000fffffd56,000000070000,00000007a60d,00000000267d,001d,0000000a3333
64271200,7288,001d,00002504,0000fffffd56,000000070000,00000006f64d,00000000267d,001d,0000000a3333
67729745,7745,001d,00002504,0000fffffd56,000000070000,0000000643e6,00000000267d,001d,0000000a3333
71125878,8155,001d,00002504,0000fffffd55,000000050000,00000005917c,00000000267d,001d,0000000a3333
74516966,8527,001d,00002504,0000fffffd55,000000050000,00000004df0d,00000000267d,001d,0000000a3333
78002340,8857,001d,00002504,0000fffffd55,000000040000,0000000429f0,00000000267d,001d,0000000a3333
81474674,9141,001d,00002504,0000fffffd55,000000040000,0000000374bc,00000000267d,001d,0000000a3333
84921996,9379,001d,00002504,0000fffffd56,000000040000,00000002c22c,00000000267d,001d,0000000a3333
88294255,9567,001d,00002504,0000fffffd54,000000030000,000000021236,00000000267d,001d,0000000a3333
91726489,9714,001d,00002504,0000fffffd55,000000010000,000000015f7f,00000000267d,001d,0000000a3333
95147029,9813,001d,00002504,0000fffffd54,000000010000,00000000af5c,00000000267d,001d,0000000a3333
98538007,9866,001d,00002504,0000fffffd52,000000000000,000000000000,00000000267d,001d,0000000a3333
101930343,9879,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
105292296,9881,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
108662408,9880,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
112043807,9879,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
115436121,9876,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
118848309,9873,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
122187255,9869,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
125409765,9866,001d,00002104,000000000000,0000ffff0000,000000000000,00000000267d,001d,0000000a3333
128680232,9863,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
131988994,9860,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
135281658,9858,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
138554392,9857,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
141800737,9857,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
145076381,9855,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
148409833,9855,001d,00002104,000000000000,000000000000,000000000000,00000000267d,001d,0000000a3333
151741064,9855,001d,00002104,000000000000,000000010000,000000000000,00000000267d,001d,0000000a3333
