idx,elapsed_ns,position_counts
1438,349771,-147
1439,351975,-147
1440,427672,-147
1441,458938,-147
1442,379785,-147
1443,419549,-147
1444,384959,-147
1445,388809,-147
1446,332054,-148
1447,316650,-148
1448,357354,-147
1449,346096,-147
1450,329952,-147
1451,346124,-147
1452,323763,-147
1453,313635,-147
1454,345106,-147
1455,347494,-147
1456,358504,-147
1457,342287,-147
1458,306630,-147
1459,324910,-147
1460,353559,-148
1461,329311,-149
1462,303668,-149
1463,315359,-147
1464,344947,-147
1465,326434,-148
1466,336623,-148
1467,344438,-147
1468,307856,-147
1469,315839,-147
1470,345267,-147
1471,327068,-147
1472,313358,-147
1473,325061,-147
1474,349668,-147
1475,315397,-148
1476,342806,-148
1477,331981,-147
1478,312606,-147
1479,321657,-147
1480,327593,-147
1481,330742,-147
1482,327562,-147
1483,328687,-147
1484,339802,-147
1485,341006,-147
1486,325953,-147
1487,343747,-147
1488,331148,-147
1489,309571,-147
1490,311271,-147
1491,302650,-147
1492,313796,-147
1493,378155,-147
1494,426299,-147
1495,353850,-147
1496,381838,-147
1497,378582,-147
1498,346912,-147
1499,386670,-147
1500,366169,-147
1501,400226,-147
1502,360009,-147
1503,341244,-147
1504,348128,-147
1505,320862,-147
1506,321736,-147
1507,332509,-147
1508,338778,-147
1509,340960,-147
1510,372531,-147
1511,358849,-147
1512,334510,-147
1513,325582,-147
1514,315882,-147
1515,349700,-147
1516,343112,-147
1517,342744,-147
1518,314140,-147
1519,322370,-147
1520,329800,-147
1521,315739,-146
1522,345328,-146
1523,351879,-147
1524,355691,-147
1525,344952,-147
1526,350170,-147
1527,352038,-147
1528,365645,-147
1529,341306,-147
1530,351202,-147
1531,313783,-147
1532,344187,-147
1533,310350,-147
1534,340500,-147
1535,318941,-147
1536,347506,-147
1537,311907,-147
1538,346864,-147
1539,359671,-147
1540,343035,-147
1541,367033,-147
1542,342217,-147
1543,309836,-147
1544,308450,-147
1545,323659,-147
1546,331465,-147
1547,334185,-147
1548,350751,-147
1549,325610,-147
1550,312816,-147
1551,341650,-147
1552,331799,-147
1553,354888,-147
1554,325153,-147
1555,334343,-147
1556,327504,-147
1557,324424,-147
1558,357609,-147
1559,349225,-147
1560,362454,-147
1561,348406,-147
1562,333524,-147
1563,343523,-147
1564,332012,-147
1565,368304,-147
1566,345951,-147
1567,348142,-147
1568,352395,-147
1569,347008,-147
1570,340332,-147
1571,337435,-147
1572,352468,-147
1573,349799,-147
1574,370151,-147
1575,359760,-147
1576,369669,-147
1577,372446,-147
1578,345643,-147
1579,392871,-147
1580,388140,-147
1581,387534,-147
1582,368212,-147
1583,387824,-147
1584,385483,-147
1585,392629,-147
1586,374369,-147
1587,376177,-147
1588,367975,-147
1589,347189,-147
1590,389035,-147
1591,345989,-147
1592,369183,-147
1593,386702,-147
1594,352980,-147
1595,362623,-147
1596,397402,-147
1597,367074,-147
1598,388268,-147
1599,365856,-147
1600,391721,-147
1601,384973,-147
1602,379033,-147
1603,397447,-147
1604,385364,-147
1605,389452,-147
1606,363309,-147
1607,391342,-147
1608,366707,-147
1609,385236,-147
1610,387274,-147
1611,389355,-147
1612,391455,-147
1613,362580,-147
1614,389946,-147
1615,366604,-147
1616,384348,-147
1617,400288,-147
1618,398497,-147
1619,365185,-147
1620,371105,-147
1621,361820,-147
1622,388238,-147
1623,410463,-147
1624,387181,-147
1625,372525,-147
1626,365913,-147
1627,403342,-147
1628,393377,-147
1629,383618,-147
1630,368105,-147
1631,387940,-147
1632,362578,-148
1633,392423,-148
1634,387876,-148
1635,389031,-148
1636,364511,-147
1637,388526,-147
1638,391338,-147
1639,384195,-147
1640,398511,-147
1641,396744,-147
1642,388929,-147
1643,392698,-147
1644,383453,-147
1645,459752,-147
1646,405044,-147
1647,382755,-147
1648,373999,-147
1649,401895,-147
1650,404923,-147
1651,393368,-147
1652,435074,-147
1653,384056,-147
1654,386130,-147
1655,389751,-147
1656,364598,-147
