trial_id,t_ns_since_cmd,position_counts
0,737752,583006
0,1120170,583352
0,1493586,583993
0,1890731,584441
0,2287096,585237
0,2682709,586319
0,3078182,587324
0,3430169,588469
0,3792139,590059
0,4185912,591577
0,4556640,593474
0,4976653,595582
0,5391324,597864
0,5787734,600327
0,6202193,602664
0,6555966,605536
0,6956222,608247
0,7326910,611109
0,7683372,614504
0,8077494,617612
0,8431321,620931
0,8786571,624479
0,9181717,628139
0,9535831,632376
0,9915540,636266
0,10308873,641074
0,10708852,646046
0,11104874,650985
0,11524241,656315
0,11915224,661295
0,12293615,666816
0,12685767,671857
0,13060951,678164
0,13512737,684957
0,13919240,690240
0,14288866,695330
0,14709913,700366
0,15113435,705818
0,15516263,710853
0,15915176,715090
0,16285644,719553
0,16666851,724665
0,17059810,729326
0,17454103,733356
0,17835355,738088
0,18228759,742482
0,18631005,746059
0,18998142,750092
0,19410003,753472
0,19766422,756943
0,20182215,760179
0,20588621,762812
0,20958696,765636
0,21348846,768341
0,21769070,770745
0,22162608,772556
0,22535222,774537
0,22933883,776148
0,23307562,777721
0,23704377,778937
0,24104156,780193
0,24493583,781229
0,24870549,781953
0,25244618,782515
0,25629523,782962
0,26021708,783242
0,26413489,783318
0,26789035,783306
0,27205308,783766
0,27615531,784155
0,28017885,784147
0,28413507,784257
0,28789238,784390
0,29182753,784334
0,29589262,784325
0,29956978,784344
0,30349422,784279
0,30769822,784222
0,31141673,784124
0,31536961,784009
0,31933148,783933
0,32305351,783852
0,32662434,783792
0,33034407,783723
0,33409136,783674
0,33787700,783632
0,34181790,783594
0,34555673,783531
0,34952857,783449
0,35343517,783401
0,35709688,783390
0,36102376,783397
0,36501822,783415
0,36898495,783402
0,37289257,783397
0,37684928,783394
0,38079059,783388
0,38458239,783369
0,38856376,783355
0,39222303,783340
0,39592463,783330
0,39952921,783299
0,40333399,783272
0,40705993,783240
0,41100860,783226
0,41495544,783209
0,41894559,783200
0,42287529,783190
0,42664162,783179
0,43059481,783166
0,43451400,783154
0,43831305,783143
0,44228170,783138
0,44627840,783130
0,45015671,783127
0,45410334,783116
0,45765471,783104
0,46118398,783085
0,46491743,783057
0,46869287,783019
0,47242933,782983
0,47629502,782938
0,48017181,782892
0,48391633,782837
0,48788716,782796
0,49162400,782753
