trial_id,t_ns_since_cmd,position_counts
0,716627,582983
0,1080259,582562
0,1478943,582026
0,1870216,581525
0,2271146,581244
0,2684824,581648
0,3078094,581505
0,3481085,581476
0,3853270,581355
0,4256972,581184
0,4623076,581190
0,5012351,581058
0,5390710,580998
0,5782532,581008
0,6177110,580928
0,6578994,580957
0,6957507,580924
0,7330972,580930
0,7725097,580948
0,8134458,580939
0,8520374,580971
0,8910886,580963
0,9331487,580993
0,9729500,580989
0,10113410,581000
0,10498689,581000
0,10890899,581004
0,11287468,581000
0,11680061,580998
0,12074589,580997
0,12474533,580992
0,12867387,580990
0,13269509,580985
0,13682696,580985
0,14074950,580982
0,14459194,580982
0,14847230,580980
0,15271008,580981
0,15659774,580980
0,16032739,580982
0,16431368,580982
0,16805342,580984
0,17199726,580984
0,17589595,580984
0,17976957,580984
0,18347397,580984
0,18739930,580984
0,19134548,580984
0,19521457,580983
0,19911701,580983
0,20288224,580982
0,20681335,580982
0,21056301,580982
0,21456308,580982
0,21857905,580982
0,22271981,580983
0,22642279,580983
0,23035982,580983
0,23413710,580983
0,23806046,580983
0,24177413,580983
0,24581219,580983
0,24948262,580983
0,25354885,580983
0,25721824,580983
0,26117140,580983
0,26514926,580983
0,26886517,580983
0,27296412,580983
0,27659149,580983
0,28073254,580983
0,28430069,580983
0,28824709,580983
0,29234739,580983
0,29595908,580984
0,29990285,580984
0,30417767,580984
0,30806536,580984
0,31195211,580984
0,31579465,580984
0,31951910,580984
0,32322127,580984
0,32675929,580984
0,33023030,580984
0,33380030,580984
0,33745745,580984
0,34097574,580985
0,34440660,580985
0,34795568,580985
0,35158031,580987
0,35517914,580986
0,35872218,580986
0,36251533,580986
0,36603607,580987
0,36984005,580987
0,37377835,580987
0,37749493,580986
0,38123227,580987
0,38501392,580987
0,38857468,580987
0,39243917,580987
0,39608519,580987
0,39982247,580987
0,40360124,580987
0,40753668,580987
0,41109602,580987
0,41466211,580988
0,41840423,580988
0,42255959,580988
0,42610878,580988
0,43002812,580988
0,43387061,580988
0,43785814,580988
0,44177878,580988
0,44573524,580988
0,44943275,580988
0,45322644,580988
0,45683623,580988
0,46074682,580988
0,46481663,580988
0,46842782,580988
0,47196443,580988
0,47571497,580990
0,47968329,580990
0,48389699,580990
0,48784239,580990
0,49177974,580990
0,49576588,580990
0,49973605,580990
0,50387437,580990
0,50782133,580990
0,51176527,580990
0,51576327,580990
0,51974721,580990
0,52374728,580990
0,52744017,580990
1,758264,582987
1,1160645,582556
1,1554981,581984
1,1929446,581479
1,2352253,581222
1,2742131,581624
1,3160101,581493
1,3562355,581477
1,3929026,581360
1,4327427,581195
1,4719786,581201
1,5093655,581052
1,5492129,581024
1,5907568,581015
1,6357262,580949
1,6723384,580980
1,7097875,580936
1,7501479,580960
1,7868441,580966
1,8275119,580968
1,8639441,580995
1,9031507,580988
1,9410690,581019
1,9803251,581013
1,10197199,581029
1,10582539,581028
1,10974911,581030
1,11348639,581029
1,11746669,581023
1,12168038,581025
1,12535502,581015
1,12927860,581016
1,13348287,581009
1,13742612,581010
1,14156442,581004
1,14554821,581006
1,14928713,581003
1,15345777,581005
1,15740106,581002
1,16155724,581005
1,16553750,581004
1,16928551,581004
1,17354022,581004
1,17741021,581004
1,18135294,581002
1,18517940,581003
1,18911631,581002
1,19308391,581002
1,19703054,581001
1,20095643,581002
1,20500707,581001
1,20869906,581001
1,21274950,581001
1,21639126,580999
1,22033050,580999
1,22414252,580999
1,22804410,580999
1,23199580,580999
1,23575076,580999
1,23969076,580999
1,24353281,580999
1,24720699,580999
1,25115983,580999
1,25514904,580999
2,718863,582986
2,1099482,582555
2,1506768,581915
2,1909850,581472
2,2262482,581189
2,2621607,581591
2,3015708,581548
2,3410848,581463
2,3807766,581391
2,4199831,581199
2,4564026,581198
2,4930577,581114
2,5301256,580998
2,5684709,581025
2,6079971,580949
2,6480166,580962
2,6847668,580953
2,7222881,580928
2,7619268,580967
2,8010699,580951
2,8386515,580980
2,8740162,580985
2,9114013,580992
2,9490077,581014
2,9870014,581010
2,10243276,581028
2,10598955,581021
2,10992929,581031
2,11364100,581024
2,11743344,581021
2,12116867,581021
2,12501796,581013
2,12908462,581014
2,13262617,581006
2,13618237,581006
2,14011577,581002
2,14383806,581002
2,14742201,580999
2,15094781,580999
2,15480234,580999
2,15865326,580999
2,16218078,580999
2,16597226,581000
2,16989609,581001
2,17342016,580999
2,17721537,580999
2,18115094,581000
2,18476600,581000
2,18844563,580999
2,19217211,580999
2,19620023,580998
2,20015103,580998
2,20409413,580998
2,20810102,580998
2,21200456,580998
2,21558259,580998
2,21932347,580998
2,22308674,580998
2,22686055,580998
2,23080997,580998
2,23478152,580996
2,23866517,580996
3,723839,582987
3,1114837,582637
3,1485888,581979
3,1885309,581543
3,2238077,581182
3,2613282,581547
3,3010310,581584
3,3360218,581445
3,3748931,581446
3,4113660,581236
3,4486143,581189
3,4870153,581135
3,5264527,580992
3,5676470,581021
3,6079145,580954
3,6453867,580947
3,6830003,580954
3,7194332,580916
3,7549341,580954
3,7929637,580948
3,8328629,580965
3,8699881,580984
3,9095430,580989
3,9509736,581014
3,9865220,581008
3,10238091,581027
3,10703294,581022
3,11167166,581031
3,11560282,581020
3,11984331,581024
3,12376742,581015
3,12765580,581014
3,13138873,581008
3,13546071,581007
3,13915483,581001
3,14307561,581001
3,14679178,580999
3,15077401,580998
3,15455341,581000
3,15861223,580998
3,16271918,580999
3,16644446,581000
3,17041259,581001
3,17411218,580998
3,17810311,581002
3,18207933,581000
3,18574909,581000
3,18976871,581000
3,19391290,581000
3,19799869,580999
3,20164838,580999
3,20579150,580999
3,20976018,580999
3,21432296,580999
3,21852473,580998
3,22252034,580998
