trial_id,t_ns_since_cmd,position_counts
0,714415,582991
0,1097620,582635
0,1473930,582015
0,1887619,581496
0,2282246,580619
0,2680941,579721
0,3052388,578613
0,3451065,577386
0,3844210,575766
0,4240347,574085
0,4636891,572399
0,5009705,570236
0,5408486,567937
0,5808177,565723
0,6201914,562987
0,6601642,560081
0,6994224,557392
0,7381773,554178
0,7765047,551145
0,8157195,547434
0,8560215,543519
0,8952581,539489
0,9344185,535863
0,9724975,531359
0,10117157,527559
0,10518529,524325
0,10892278,520768
0,11286040,517341
0,11701951,514037
0,12076045,510733
0,12470773,507897
0,12845350,505112
0,13239891,502251
0,13649838,499942
0,14034207,497491
0,14441981,495025
0,14846311,492926
0,15239510,490937
0,15659109,489079
0,16052220,487761
0,16451940,486411
0,16845833,485277
0,17239216,484388
0,17671264,483681
0,18084804,483220
0,18454891,482995
0,18845061,482905
0,19240053,482816
0,19639053,482509
0,20015478,482470
0,20419762,482382
0,20782496,482174
0,21199401,482196
0,21576292,482099
0,21947705,482083
0,22344004,482154
0,22721932,482122
0,23116143,482202
0,23495808,482231
0,23887110,482232
0,24266266,482312
0,24665236,482310
0,25038989,482361
0,25442873,482392
0,25803034,482402
0,26201958,482454
0,26597277,482462
0,26969318,482499
0,27386123,482525
0,27790098,482546
0,28156766,482579
0,28560782,482600
0,28953578,482627
0,29359562,482656
0,29747322,482696
0,30139928,482750
0,30539021,482804
0,30909392,482871
0,31306448,482929
0,31683100,482992
0,32075334,483043
0,32454549,483091
0,32847764,483124
0,33266113,483154
0,33667317,483166
0,34032173,483170
0,34452141,483165
0,34845235,483155
0,35237327,483134
0,35617483,483110
0,36009605,483091
0,36425561,483068
0,36806830,483049
0,37197610,483035
0,37572642,483022
0,37967592,483012
0,38342667,483007
0,38748962,483005
0,39154993,483002
0,39510156,483004
0,39908911,483006
0,40319662,483009
0,40695566,483011
0,41050589,483015
0,41448133,483018
0,41840587,483018
0,42217261,483019
0,42576748,483019
0,42947010,483019
0,43342155,483018
0,43739738,483016
0,44113057,483014
0,44470723,483014
0,44842421,483013
0,45196183,483012
0,45552808,483012
0,45946669,483011
0,46300937,483011
0,46675569,483011
0,47069547,483010
0,47447632,483009
0,47841072,483009
0,48196113,483008
0,48571591,483006
0,48946382,483006
0,49300148,483006
0,49704558,483004
0,50094870,483003
0,50472869,483003
0,50866379,483003
0,51240327,483003
0,51638451,483002
0,52014950,483002
0,52422321,483002
0,52824136,483001
0,53240485,483001
0,53640138,483000
0,54036921,483000
0,54433603,482999
0,54803231,482998
0,55195621,482999
0,55578286,482999
0,55949008,482999
0,56340849,482999
0,56742479,483000
0,57136040,482999
0,57532149,482999
0,57950966,482997
0,58341146,482996
0,58761720,482997
0,59200990,482997
0,59573565,482995
0,59946340,482995
0,60301519,482996
0,60700777,482995
0,61083268,482996
0,61476247,482995
0,61888642,482996
