trial_id,t_ns_since_cmd,position_counts
0,709084,1141987
0,1114998,1141614
0,1506722,1141100
0,1881140,1140603
0,2238463,1139776
0,2633621,1138893
0,3017195,1137807
0,3403767,1136631
0,3776188,1135245
0,4135279,1133600
0,4527636,1131960
0,4900893,1130154
0,5260478,1127892
0,5673301,1125410
0,6075758,1122708
0,6485666,1119833
0,6879074,1117190
0,7258912,1114021
0,7652131,1111006
0,8053491,1107332
0,8427051,1103970
0,8800485,1100022
0,9200296,1095945
0,9611624,1091485
0,10018985,1087360
0,10385292,1082665
0,10778586,1077834
0,11197286,1072541
0,11589905,1067767
0,11963068,1062404
0,12383995,1056587
0,12775603,1051253
0,13133829,1046108
0,13529844,1039799
0,13941973,1033196
0,14325356,1026707
0,14735547,1020557
0,15093837,1013541
0,15499956,1007245
0,15862446,999724
0,16259029,992177
0,16655586,985228
0,17034944,977306
0,17444254,970023
0,17797085,962783
0,18152974,954148
0,18547510,946580
0,18922353,938686
0,19277613,929634
0,19694211,921434
0,20075312,912042
0,20465821,902294
0,20881136,893663
0,21237768,883636
0,21630385,874612
0,21985255,865902
0,22384681,856141
0,22777081,847387
0,23132578,837230
0,23525845,828390
0,23880886,819461
0,24260980,809219
0,24653785,800312
0,25056398,789970
0,25424577,779723
0,25822954,770769
0,26218093,760493
0,26609598,751587
0,26963696,741284
0,27386404,731041
0,27776358,722128
0,28134577,713139
0,28506702,702962
0,28900440,693998
0,29278403,684363
0,29673400,676132
0,30035868,666462
0,30427708,658437
0,30820244,650448
0,31197420,641380
0,31590255,632491
0,31984376,623975
0,32383416,616472
0,32775525,608361
0,33132352,601214
0,33506560,594364
0,33879870,587527
0,34236451,580058
0,34632082,573547
0,35020945,566366
0,35405845,560329
0,35779443,553416
0,36176443,546986
0,36570990,541218
0,36966046,535058
0,37362509,529122
0,37756087,523800
0,38132476,518354
0,38540570,513537
0,38902283,508659
0,39258706,503752
0,39652917,499393
0,40046500,494318
0,40427342,490451
0,40802344,486265
0,41178086,482452
0,41550948,478852
0,41927001,475248
0,42329076,472178
0,42707059,468647
0,43093708,465426
0,43507871,462464
0,43904152,460042
0,44281206,457465
0,44673682,455028
0,45077405,453061
0,45444909,451009
0,45840997,449394
0,46216999,447724
0,46632514,446285
0,47041914,445199
0,47402700,444084
0,47796955,443316
0,48173808,442603
0,48551094,442116
0,48920888,441797
0,49282358,441639
0,49673439,441652
0,50070517,441489
0,50465909,441055
0,50859574,441013
0,51216845,440924
0,51588133,440780
0,51962992,440798
0,52364486,440787
0,52758822,440844
0,53135138,440904
0,53529547,440950
0,53904855,441027
0,54302402,441084
0,54692983,441151
0,55078054,441195
0,55446291,441245
0,55840507,441284
0,56238659,441315
0,56612484,441350
0,57041319,441380
0,57425152,441412
0,57816979,441437
0,58195548,441477
0,58588864,441497
0,58963454,441521
0,59382766,441541
0,59777219,441561
0,60133189,441581
0,60507339,441605
0,60900605,441620
0,61279075,441636
0,61674816,441651
0,62069008,441667
0,62484135,441678
0,62839085,441694
0,63225061,441710
0,63614537,441724
0,63985801,441737
0,64386224,441744
0,64790139,441751
0,65157449,441757
0,65549752,441766
0,65931219,441778
0,66298517,441799
0,66679709,441813
0,67059500,441828
0,67423434,441843
0,67824363,441853
0,68217373,441862
0,68590355,441869
0,69019703,441877
0,69402939,441884
0,69796920,441888
0,70178309,441892
0,70573863,441897
0,70984504,441901
0,71384128,441910
0,71776029,441920
0,72133884,441928
0,72527029,441932
0,72880107,441937
0,73236479,441940
0,73609665,441943
0,73962384,441952
0,74382282,441955
0,74775575,441961
0,75155304,441963
0,75574337,441964
0,75983896,441965
0,76386796,441965
0,76780111,441965
0,77173972,441966
0,77552513,441966
0,77946403,441967
0,78364574,441967
0,78735629,441970
0,79134664,441974
0,79526492,441975
0,79899545,441979
0,80279464,441985
0,80674909,441999
0,81075307,442026
0,81486098,442066
0,81880491,442102
0,82259084,442143
0,82652533,442175
0,83036597,442205
0,83424665,442225
0,83800435,442238
0,84193586,442243
0,84608290,442243
0,84984406,442233
0,85380646,442222
0,85734208,442206
0,86112311,442188
0,86507940,442171
0,86901049,442154
0,87281041,442137
0,87675417,442126
0,88078576,442114
0,88444422,442104
0,88863311,442097
0,89258134,442093
0,89643186,442087
0,90040034,442084
0,90401530,442081
0,90797254,442078
0,91178631,442076
0,91575083,442074
0,91986122,442070
0,92382152,442069
0,92775560,442065
0,93153919,442064
0,93526747,442061
0,93879457,442058
0,94237724,442056
0,94630588,442053
0,95014629,442051
0,95404930,442050
0,95776068,442047
0,96130076,442044
0,96484552,442041
0,96837350,442039
0,97218417,442038
0,97611304,442033
0,97995317,442031
0,98385228,442030
0,98778490,442026
0,99175343,442025
0,99574306,442023
0,99962084,442023
0,100338880,442022
0,100733877,442022
0,101091630,442020
0,101484644,442019
0,101858748,442017
0,102217679,442017
0,102592631,442016
0,103015001,442016
0,103403839,442016
0,103819554,442015
0,104178074,442014
0,104575163,442013
0,104984862,442013
0,105406385,442013
0,105797062,442013
0,106174219,442013
0,106575276,442013
0,106995884,442012
0,107382467,442011
0,107777035,442010
0,108157132,442010
0,108529140,442009
0,108925551,442009
0,109305001,442009
0,109699471,442007
0,110113340,442007
0,110504727,442006
0,110859139,442006
0,111238026,442006
0,111629192,442005
0,111983920,442005
0,112403277,442005
0,112775130,442006
0,113134760,442006
0,113526658,442006
0,113911286,442005
0,114306252,442003
0,114673030,442003
0,115071585,442002
0,115485450,442002
0,115880546,442002
0,116258585,442001
0,116673012,442001
0,117074086,442001
0,117485375,442001
0,117837506,442001
0,118215136,442001
0,118609358,442001
0,118982739,442000
0,119387411,442000
0,119775665,442000
0,120155868,442000
0,120550465,442000
0,120928412,441999
0,121319995,441999
0,121737380,441999
0,122133284,441998
0,122508379,441998
0,122901370,441998
0,123278360,441998
0,123676458,441997
0,124055106,441997
0,124448133,441996
0,124859672,441995
0,125218426,441994
0,125632897,441994
0,126035491,441994
0,126425434,441994
0,126797783,441994
0,127178376,441994
1,717236,1141972
1,1121404,1141623
1,1478767,1141042
1,1891116,1140523
1,2244860,1139677
1,2666419,1138665
1,3059585,1137681
1,3417847,1136468
1,3791506,1134872
1,4185133,1133418
1,4570812,1131496
1,4967340,1129375
1,5389063,1127029
1,5778868,1124812
1,6148486,1122066
1,6574144,1119136
1,6962714,1116074
1,7377495,1112807
1,7765051,1109697
1,8154019,1105945
1,8539839,1102519
1,8899779,1099052
1,9273377,1095429
1,9614361,1091501
1,9959815,1087375
1,10343815,1082684
1,10732976,1078486
1,11091700,1073923
1,11469844,1068473
1,11839203,1064484
1,12163666,1059618
1,12521411,1054321
1,12882717,1049106
1,13245182,1043885
1,13613033,1038160
1,13961290,1032435
1,14356988,1026745
1,14701483,1019696
1,15058382,1014432
1,15389825,1008206
1,15739720,1001598
1,16094902,996018
1,16415831,989210
1,16763049,983276
1,17073189,977318
1,17386014,970030
1,17738547,962793
1,18094054,956342
1,18411148,948764
1,18759912,942103
1,19070045,935300
1,19407424,927319
1,19717296,920274
1,20034803,912037
1,20385842,904727
1,20696771,897423
1,21007078,889884
1,21320536,882364
1,21633762,873331
1,21985962,864696
1,22342336,857365
1,22656013,849938
1,22963713,840989
1,23322077,833507
1,23653964,824547
1,23969086,816919
1,24299862,807960
1,24642470,799004
1,25013558,791242
1,25324451,782310
1,25676625,774560
1,26006931,765596
1,26325443,757927
1,26640425,748952
1,26990341,741258
1,27331762,732317
1,27666757,724635
1,28005158,715669
1,28327081,706773
1,28682854,699032
1,29038393,690302
1,29369351,681965
1,29730399,673714
1,30089580,665255
1,30431480,657290
1,30785360,650421
1,31090644,643618
1,31416138,635730
1,31763852,629248
1,32157858,620665
1,32569826,611344
1,32952016,604206
1,33299763,597239
1,33735842,589444
1,34095094,581857
1,34540240,574446
1,34895395,568080
1,35242129,562028
1,35600951,555910
1,35954179,550148
1,36332239,544522
1,36689606,538802
1,37028886,534297
1,37348743,529085
1,37700646,523750
1,38062489,518936
1,38412520,514129
1,38779723,509852
1,39089607,505372
1,39432932,501778
1,39761528,497371
1,40097922,493075
1,40480445,489364
1,40822480,486223
1,41131504,482965
1,41457483,479336
1,41813316,476128
1,42165599,473065
1,42516604,469945
1,42863473,467413
1,43194844,464693
1,43528941,462477
1,43840602,460398
1,44153642,458436
1,44468309,456248
1,44799001,454464
1,45135269,452563
1,45469804,451039
1,45787564,449422
1,46176902,447957
1,46514556,446651
1,46846625,445533
1,47269301,444367
1,47644097,443532
1,48001443,442861
1,48359164,442308
1,48709572,441916
1,49073723,441699
1,49446613,441638
1,49802206,441674
1,50145403,441382
1,50501251,441013
1,50859373,440991
