trial_id,t_ns_since_cmd,position_counts
0,717238,583006
0,1104106,583437
0,1517457,584080
0,1911360,584526
0,2288320,585372
0,2685562,586350
0,3067687,587490
0,3456218,588666
0,3827394,590083
0,4203726,591810
0,4577329,593484
0,4953116,595336
0,5335159,597591
0,5729775,600033
0,6124937,602350
0,6517759,605202
0,6893677,608291
0,7290596,611148
0,7663119,614538
0,8087160,618104
0,8476141,621946
0,8867791,625540
0,9247830,629740
0,9643019,633468
0,10050679,638007
0,10434281,642945
0,10827791,647275
0,11240087,652248
0,11626500,657731
0,12017531,663398
0,12413748,668201
0,12786126,673412
0,13143753,679734
0,13538583,685005
0,13910028,690683
0,14288103,697527
0,14681164,703306
0,15048447,710474
0,15453561,717652
0,15849026,724111
0,16221362,731828
0,16622552,739501
0,17049157,746347
0,17433477,751785
0,17827370,758987
0,18204851,764803
0,18603252,771223
0,18993561,778098
0,19390914,784267
0,19784888,789846
0,20162657,796025
0,20557370,801040
0,20931995,806217
0,21287825,811701
0,21682202,816213
0,22066326,821537
0,22453078,825783
0,22827286,829734
0,23215041,834454
0,23583691,838290
0,23957312,842253
0,24334231,845813
0,24709792,849308
0,25085419,852895
0,25472880,855885
0,25834203,858799
0,26208291,861902
0,26596829,864429
0,26951474,866828
0,27335185,869329
0,27730285,871566
0,28144587,873624
0,28537750,875292
0,28911882,876987
0,29310470,878341
0,29683875,879651
0,30088045,880638
0,30476759,881604
0,30868691,882310
0,31246563,882780
0,31619896,883170
0,32015257,883328
0,32393847,883309
0,32785448,883438
0,33162323,883988
0,33556179,884190
0,33930811,884195
0,34292138,884312
0,34682564,884384
0,35067698,884361
0,35457459,884340
0,35831302,884271
0,36229905,884161
0,36642004,884069
0,37045474,883968
0,37433409,883883
0,37827403,883801
0,38209056,883734
0,38585751,883692
0,38960402,883656
0,39357591,883623
0,39725168,883588
0,40135116,883558
0,40495208,883527
0,40898273,883494
0,41291199,883471
0,41662370,883437
0,42068652,883407
0,42435851,883371
0,42828957,883343
0,43205397,883317
0,43597826,883297
0,43951611,883281
0,44307512,883265
0,44682603,883247
0,45054383,883235
0,45436383,883221
0,45829550,883212
0,46232623,883202
0,46619904,883195
0,46993715,883186
0,47392220,883175
0,47785020,883165
0,48161565,883160
0,48514697,883149
0,48868001,883143
0,49249698,883133
0,49642107,883124
0,50048572,883116
0,50415096,883107
0,50808803,883097
0,51206755,883084
0,51581077,883069
0,51956551,883050
0,52354882,883019
0,52764513,882985
0,53124147,882948
0,53496994,882915
0,53892105,882887
0,54290075,882871
0,54660903,882858
0,55014004,882850
0,55413915,882842
0,55784531,882840
0,56142265,882822
0,56536054,882792
0,56910625,882774
0,57267412,882762
0,57639596,882760
0,57994139,882763
0,58390511,882774
0,58742028,882792
0,59119700,882817
0,59493653,882846
0,59867675,882872
0,60249193,882897
0,60643857,882917
0,61047945,882931
0,61435539,882943
0,61829201,882947
0,62227098,882954
0,62621244,882955
0,63013915,882955
0,63415943,882951
0,63786219,882951
0,64155186,882948
0,64540441,882945
0,64934667,882943
0,65342130,882942
0,65732355,882937
0,66122881,882940
0,66493835,882940
0,66868932,882943
0,67248019,882945
0,67641045,882952
0,68046283,882954
0,68432314,882960
0,68785910,882963
0,69141128,882965
0,69513773,882969
0,69869033,882972
0,70245444,882973
0,70639590,882973
0,70993261,882977
0,71396564,882977
0,71765114,882977
0,72123288,882977
0,72517660,882980
0,72892086,882978
0,73289804,882978
0,73663253,882978
0,74069229,882980
0,74434461,882981
0,74828333,882980
0,75204790,882981
0,75603240,882982
0,76018203,882983
0,76412673,882985
0,76785477,882986
0,77145174,882987
0,77537777,882989
0,77933666,882990
0,78313381,882990
0,78682284,882990
0,79047220,882990
0,79437220,882991
0,79806089,882992
0,80183937,882992
0,80557736,882993
0,80931467,882993
0,81286793,882994
0,81681565,882994
0,82047379,882993
0,82439423,882993
0,82829847,882993
0,83231591,882994
0,83643366,882994
0,84049631,882994
0,84414024,882995
0,84827925,882995
0,85204161,882995
0,85581977,882995
1,736332,582995
1,1119193,583350
1,1496221,584029
1,1889718,584491
1,2270766,585279
1,2681443,586389
1,3075177,587536
1,3495041,588895
1,3891608,590333
1,4274884,592073
1,4659706,593772
1,5037226,595893
1,5432251,598198
1,5845381,600358
1,6199637,603040
1,6597588,605563
1,6970154,608268
1,7327398,611522
1,7721008,614495
1,8095150,617608
1,8450116,621411
1,8844704,624986
1,9197598,628666
1,9573775,632383
1,9948499,636836
1,10349509,641710
1,10744873,646068
1,11138978,650996
1,11537829,656326
1,11933962,662028
1,12350078,667537
1,12742749,672656
1,13135520,679007
1,13517489,684310
1,13888184,690747
1,14291048,696765
1,14685240,703400
