trial_id,config,direction,target_counts,home_counts,t_cmd_ns,t_react_ns,t_engage_ns,t_complete_ns,reaction_us,motion_us,settle_us,total_us,final_pos_counts,final_error_counts
0,010um_pos,1,584991,582991,2923097122776939,2923097123619743,2923097128029181,2923097165948008,842.804,4409.438,37918.827,43171.069,584993,2
1,010um_pos,1,584992,582992,2923097213938724,2923097214647675,2923097219039652,2923097250083525,708.951,4391.977,31043.873,36144.801,584995,3
2,010um_pos,1,584991,582991,2923097301930735,2923097303027852,2923097306948025,2923097344022957,1097.117,3920.173,37074.932,42092.222,584992,1
3,010um_pos,1,584992,582992,2923097395309524,2923097396052877,2923097400364492,2923097433966380,743.353,4311.615,33601.888,38656.856,584994,2
4,010um_pos,1,584992,582992,2923097486264872,2923097487051019,2923097491371394,2923097523965849,786.147,4320.375,32594.455,37700.977,584994,2
5,010um_pos,1,584992,582992,2923097578973447,2923097579712068,2923097584218459,2923097616821263,738.621,4506.391,32602.804,37847.816,584992,0
6,010um_pos,1,584991,582991,2923097672971034,2923097673667306,2923097677965574,2923097712695224,696.272,4298.268,34729.65,39724.19,584992,1
7,010um_pos,1,584991,582991,2923097768127920,2923097768839362,2923097773138359,2923097804465832,711.442,4298.997,31327.473,36337.912,584994,3
8,010um_pos,1,584992,582992,2923097859100197,2923097859833523,2923097864057813,2923097901851444,733.326,4224.29,37793.631,42751.247,584993,1
9,010um_pos,1,584993,582993,2923097952200415,2923097952938283,2923097957138449,2923097996446087,737.868,4200.166,39307.638,44245.672,584994,1
10,010um_pos,1,584992,582992,2923098052722054,2923098053457630,2923098057693847,2923098088612916,735.576,4236.217,30919.069,35890.862,584995,3
11,010um_pos,1,584992,582992,2923098142367545,2923098143332479,2923098147320597,2923098179191326,964.934,3988.118,31870.729,36823.781,584995,3
12,010um_pos,1,584992,582992,2923098228870504,2923098229947557,2923098233888775,2923098273430360,1077.053,3941.218,39541.585,44559.856,584994,2
13,010um_pos,1,584991,582991,2923098323953701,2923098324689062,2923098329028632,2923098361925845,735.361,4339.57,32897.213,37972.144,584993,2
14,010um_pos,1,584991,582991,2923098416932732,2923098418023597,2923098421905085,2923098455514869,1090.865,3881.488,33609.784,38582.137,584993,2
15,010um_pos,1,584993,582993,2923098513850178,2923098514588437,2923098519042676,2923098551261666,738.259,4454.239,32218.99,37411.488,584995,2
16,010um_pos,1,584991,582991,2923098609874222,2923098610589768,2923098614908715,2923098652551313,715.546,4318.947,37642.598,42677.091,584993,2
17,010um_pos,1,584991,582991,2923098709182252,2923098709915131,2923098714218806,2923098746201028,732.879,4303.675,31982.222,37018.776,584993,2
18,010um_pos,1,584994,582994,2923098803944850,2923098804662779,2923098808815438,2923098850301948,717.929,4152.659,41486.51,46357.098,584996,2
19,010um_pos,1,584991,582991,2923098902209005,2923098902895097,2923098907203906,2923098942073450,686.092,4308.809,34869.544,39864.445,584994,3
20,010um_pos,1,584992,582992,2923098998992196,2923098999770395,2923099003986339,2923099041747553,778.199,4215.944,37761.214,42755.357,584994,2
21,010um_pos,1,584992,582992,2923099103824473,2923099104566948,2923099108954271,2923099142984218,742.475,4387.323,34029.947,39159.745,584994,2
22,010um_pos,1,584992,582992,2923099198598156,2923099199292174,2923099203633401,2923099239415563,694.018,4341.227,35782.162,40817.407,584993,1
23,010um_pos,1,584992,582992,2923099295027470,2923099295896176,2923099299892048,2923099336940552,868.706,3995.872,37048.504,41913.082,584995,3
24,010um_pos,1,584991,582991,2923099392801368,2923099393538313,2923099397732725,2923099433568185,736.945,4194.412,35835.46,40766.817,584992,1
25,010um_pos,1,584992,582992,2923099489425826,2923099490165434,2923099494441598,2923099523734457,739.608,4276.164,29292.859,34308.631,584995,3
26,010um_pos,1,584992,582992,2923099579437976,2923099580458589,2923099584563121,2923099618589959,1020.613,4104.532,34026.838,39151.983,584994,2
27,010um_pos,1,584991,582991,2923099670306127,2923099671054137,2923099675193690,2923099710917305,748.01,4139.553,35723.615,40611.178,584993,2
28,010um_pos,1,584992,582992,2923099766573313,2923099767293644,2923099771443906,2923099809486445,720.331,4150.262,38042.539,42913.132,584994,2
29,010um_pos,1,584992,582992,2923099862740218,2923099863458245,2923099867736571,2923099901656706,718.027,4278.326,33920.135,38916.488,584994,2
