trial_id,config,direction,target_counts,home_counts,t_cmd_ns,t_react_ns,t_engage_ns,t_complete_ns,reaction_us,motion_us,settle_us,total_us,final_pos_counts,final_error_counts
111,010um_neg,-1,597573,599573,2757050851470196,2757050853808633,2757050890984583,2757050960466122,2338.437,37175.95,69481.539,108995.926,597570,3
112,010um_neg,-1,595571,597571,2757050961242157,2757050963528605,2757051000859762,2757051063181517,2286.448,37331.157,62321.755,101939.36,595568,3
113,010um_neg,-1,593569,595569,2757051063944139,2757051066238134,2757051103507107,2757051162239289,2293.995,37268.973,58732.182,98295.15,593566,3
114,010um_neg,-1,591566,593566,2757051163042277,2757051165609648,2757051202612954,2757051267070295,2567.371,37003.306,64457.341,104028.018,591563,3
115,010um_neg,-1,589563,591563,2757051267863979,2757051270158228,2757051307484424,2757051377427138,2294.249,37326.196,69942.714,109563.159,589561,2
116,010um_neg,-1,587561,589561,2757051378220084,2757051380528844,2757051417859929,2757051480463442,2308.76,37331.085,62603.513,102243.358,587559,2
117,010um_neg,-1,585560,587560,2757051481262117,2757051483462540,2757051520987134,2757051588017398,2200.423,37524.594,67030.264,106755.281,585557,3
118,010um_neg,-1,583558,585558,2757051588779776,2757051591424034,2757051628671709,2757051695634210,2644.258,37247.675,66962.501,106854.434,583556,2
119,010um_neg,-1,581555,583555,2757051696406251,2757051698611795,2757051736402976,2757051799114111,2205.544,37791.181,62711.135,102707.86,581553,2
120,010um_neg,-1,579553,581553,2757051799883062,2757051802152672,2757051839926665,2757051906131644,2269.61,37773.993,66204.979,106248.582,579551,2
121,010um_neg,-1,577551,579551,2757051906899959,2757051908381047,2757051946835529,2757052012836169,1481.088,38454.482,66000.64,105936.21,577549,2
122,010um_neg,-1,575550,577550,2757052013588646,2757052015859810,2757052053237352,2757052120262765,2271.164,37377.542,67025.413,106674.119,575548,2
123,010um_neg,-1,573548,575548,2757052121098526,2757052122985889,2757052161017534,2757052219490248,1887.363,38031.645,58472.714,98391.722,573545,3
124,010um_neg,-1,571545,573545,2757052220263806,2757052222902749,2757052260282683,2757052331152835,2638.943,37379.934,70870.152,110889.029,571543,2
125,010um_neg,-1,569543,571543,2757052331966838,2757052334241023,2757052372024432,2757052437131761,2274.185,37783.409,65107.329,105164.923,569541,2
126,010um_neg,-1,567541,569541,2757052437905907,2757052440502631,2757052477837287,2757052552034426,2596.724,37334.656,74197.139,114128.519,567539,2
127,010um_neg,-1,565539,567539,2757052552840078,2757052555109419,2757052592844181,2757052654109115,2269.341,37734.762,61264.934,101269.037,565536,3
128,010um_neg,-1,563536,565536,2757052654882900,2757052657151590,2757052694731025,2757052757092121,2268.69,37579.435,62361.096,102209.221,563536,0
129,010um_neg,-1,561536,563536,2757052757857191,2757052759376506,2757052797731444,2757052856583157,1519.315,38354.938,58851.713,98725.966,561534,2
130,010um_neg,-1,559535,561535,2757052857337104,2757052859583723,2757052897209631,2757052969958679,2246.619,37625.908,72749.048,112621.575,559532,3
131,010um_neg,-1,557532,559532,2757052970753338,2757052973338092,2757053010209008,2757053076882370,2584.754,36870.916,66673.362,106129.032,557529,3
132,010um_neg,-1,555529,557529,2757053077701212,2757053080359489,2757053117232497,2757053175867017,2658.277,36873.008,58634.52,98165.805,555527,2
133,010um_neg,-1,553527,555527,2757053176673920,2757053178876756,2757053216254360,2757053278457661,2202.836,37377.604,62203.301,101783.741,553524,3
134,010um_neg,-1,551524,553524,2757053279215303,2757053281897721,2757053318958785,2757053378727901,2682.418,37061.064,59769.116,99512.598,551524,0
135,010um_neg,-1,549523,551523,2757053379528089,2757053381834002,2757053419459472,2757053493896892,2305.913,37625.47,74437.42,114368.803,549520,3
136,010um_neg,-1,547521,549521,2757053494724982,2757053497055448,2757053534392116,2757053596460644,2330.466,37336.668,62068.528,101735.662,547518,3
137,010um_neg,-1,545518,547518,2757053597239126,2757053599898954,2757053637129179,2757053705108628,2659.828,37230.225,67979.449,107869.502,545516,2
138,010um_neg,-1,543517,545517,2757053705880428,2757053708087151,2757053745616978,2757053808897707,2206.723,37529.827,63280.729,103017.279,543515,2
139,010um_neg,-1,541515,543515,2757053809630154,2757053811877123,2757053849274881,2757053908727470,2246.969,37397.758,59452.589,99097.316,541512,3
140,010um_neg,-1,539512,541512,2757053909505932,2757053911861327,2757053949501106,2757054008208193,2355.395,37639.779,58707.087,98702.261,539509,3
141,010um_neg,-1,537509,539509,2757054008992924,2757054011604648,2757054048977139,2757054100855178,2611.724,37372.491,51878.039,91862.254,537507,2
142,010um_neg,-1,535507,537507,2757054101606895,2757054103872968,2757054141500920,2757054203500104,2266.073,37627.952,61999.184,101893.209,535504,3
143,010um_neg,-1,533504,535504,2757054204260346,2757054206567190,2757054243999647,2757054299539737,2306.844,37432.457,55540.09,95279.391,533502,2
144,010um_neg,-1,531502,533502,2757054300323347,2757054302624296,2757054340352446,2757054402213144,2300.949,37728.15,61860.698,101889.797,531500,2
145,010um_neg,-1,529500,531500,2757054403041546,2757054405375715,2757054443169025,2757054502852301,2334.169,37793.31,59683.276,99810.755,529497,3
146,010um_neg,-1,527497,529497,2757054503630761,2757054506275465,2757054543831968,2757054599979985,2644.704,37556.503,56148.017,96349.224,527494,3
147,010um_neg,-1,525494,527494,2757054600749886,2757054603437758,2757054640376678,2757054700377400,2687.872,36938.92,60000.722,99627.514,525492,2
148,010um_neg,-1,523492,525492,2757054701176937,2757054703414486,2757054740831034,2757054795128031,2237.549,37416.548,54296.997,93951.094,523489,3
149,010um_neg,-1,521489,523489,2757054795960946,2757054798193883,2757054835875988,2757054893200868,2232.937,37682.105,57324.88,97239.922,521487,2
150,010um_neg,-1,519487,521487,2757054893959003,2757054896169171,2757054933500362,2757054993331777,2210.168,37331.191,59831.415,99372.774,519486,1
151,010um_neg,-1,517486,519486,2757054994130027,2757054995976784,2757055033984032,2757055088919987,1846.757,38007.248,54935.955,94789.96,517484,2
152,010um_neg,-1,515484,517484,2757055089736251,2757055092352945,2757055129517558,2757055183972832,2616.694,37164.613,54455.274,94236.581,515483,1
153,010um_neg,-1,513482,515482,2757055184747679,2757055186600375,2757055224599965,2757055282453325,1852.696,37999.59,57853.36,97705.646,513480,2
154,010um_neg,-1,511480,513480,2757055283282156,2757055285601523,2757055323100052,2757055380596835,2319.367,37498.529,57496.783,97314.679,511478,2
155,010um_neg,-1,509478,511478,2757055381353194,2757055383580399,2757055421436529,2757055476349510,2227.205,37856.13,54912.981,94996.316,509476,2
156,010um_neg,-1,507476,509476,2757055477129023,2757055479330476,2757055517175236,2757055579459931,2201.453,37844.76,62284.695,102330.908,507474,2
157,010um_neg,-1,505474,507474,2757055580277088,2757055582911701,2757055620124268,2757055677974302,2634.613,37212.567,57850.034,97697.214,505472,2
158,010um_neg,-1,503472,505472,2757055678750542,2757055681416590,2757055718333631,2757055773207802,2666.048,36917.041,54874.171,94457.26,503470,2
159,010um_neg,-1,501470,503470,2757055774050253,2757055776294691,2757055813643957,2757055870790052,2244.438,37349.266,57146.095,96739.799,501468,2
160,010um_neg,-1,499470,501470,2757055871616357,2757055873913240,2757055911537148,2757055963539537,2296.883,37623.908,52002.389,91923.18,499468,2
161,010um_neg,-1,497468,499468,2757055964274162,2757055966755943,2757056003917151,2757056061205748,2481.781,37161.208,57288.597,96931.586,497465,3
162,010um_neg,-1,495465,497465,2757056061982261,2757056064576727,2757056101870100,2757056159971737,2594.466,37293.373,58101.637,97989.476,495463,2
163,010um_neg,-1,493463,495463,2757056160746271,2757056163349762,2757056200974182,2757056255644583,2603.491,37624.42,54670.401,94898.312,493461,2
164,010um_neg,-1,491461,493461,2757056256486004,2757056258848025,2757056296594044,2757056356372379,2362.021,37746.019,59778.335,99886.375,491459,2
165,010um_neg,-1,489459,491459,2757056357165069,2757056359392990,2757056397247411,2757056451973366,2227.921,37854.421,54725.955,94808.297,489456,3
166,010um_neg,-1,487457,489457,2757056452793028,2757056454661786,2757056492868512,2757056554828450,1868.758,38206.726,61959.938,102035.422,487454,3
167,010um_neg,-1,485454,487454,2757056555603753,2757056558225890,2757056595598794,2757056650723501,2622.137,37372.904,55124.707,95119.748,485451,3
168,010um_neg,-1,483452,485452,2757056651453918,2757056653700845,2757056691390598,2757056750724531,2246.927,37689.753,59333.933,99270.613,483449,3
169,010um_neg,-1,481450,483450,2757056751498525,2757056753369268,2757056791164767,2757056853522757,1870.743,37795.499,62357.99,102024.232,481448,2
170,010um_neg,-1,479448,481448,2757056854236609,2757056856359687,2757056893996658,2757056952974049,2123.078,37636.971,58977.391,98737.44,479447,1
171,010um_neg,-1,477447,479447,2757056953792534,2757056956106346,2757056993685828,2757057056349835,2313.812,37579.482,62664.007,102557.301,477446,1
172,010um_neg,-1,475446,477446,2757057057168731,2757057058702688,2757057096742882,2757057152225645,1533.957,38040.194,55482.763,95056.914,475444,2
173,010um_neg,-1,473444,475444,2757057152996649,2757057155266821,2757057192991285,2757057246596205,2270.172,37724.464,53604.92,93599.556,473441,3
174,010um_neg,-1,471441,473441,2757057247330146,2757057249991489,2757057287097352,2757057342821037,2661.343,37105.863,55723.685,95490.891,471439,2
175,010um_neg,-1,469439,471439,2757057343579158,2757057346140320,2757057383223355,2757057452699257,2561.162,37083.035,69475.902,109120.099,469437,2
176,010um_neg,-1,467437,469437,2757057453495636,2757057456224921,2757057493201087,2757057556410801,2729.285,36976.166,63209.714,102915.165,467434,3
177,010um_neg,-1,465434,467434,2757057557188867,2757057559471880,2757057596868106,2757057654264281,2283.013,37396.226,57396.175,97075.414,465432,2
178,010um_neg,-1,463432,465432,2757057655025581,2757057657595234,2757057694824084,2757057759428001,2569.653,37228.85,64603.917,104402.42,463429,3
179,010um_neg,-1,461430,463430,2757057760188556,2757057762495004,2757057799969919,2757057858742421,2306.448,37474.915,58772.502,98553.865,461427,3
180,010um_neg,-1,459427,461427,2757057859538250,2757057861890557,2757057899511969,2757057967049242,2352.307,37621.412,67537.273,107510.992,459424,3
181,010um_neg,-1,457425,459425,2757057967828850,2757057970101931,2757058007743827,2757058063947080,2273.081,37641.896,56203.253,96118.23,457422,3
182,010um_neg,-1,455422,457422,2757058064661362,2757058066820724,2757058104494679,2757058159167791,2159.362,37673.955,54673.112,94506.429,455420,2
183,010um_neg,-1,453419,455419,2757058159977497,2757058162266378,2757058199947854,2757058253969191,2288.881,37681.476,54021.337,93991.694,453418,1
184,010um_neg,-1,451418,453418,2757058254785353,2757058257098672,2757058294679576,2757058354846707,2313.319,37580.904,60167.131,100061.354,451416,2
185,010um_neg,-1,449416,451416,2757058355664589,2757058357640531,2757058395591855,2757058450160837,1975.942,37951.324,54568.982,94496.248,449414,2
186,010um_neg,-1,447414,449414,2757058450948616,2757058453196715,2757058490698809,2757058556368024,2248.099,37502.094,65669.215,105419.408,447412,2
187,010um_neg,-1,445412,447412,2757058557140939,2757058559377699,2757058596944228,2757058652821170,2236.76,37566.529,55876.942,95680.231,445410,2
188,010um_neg,-1,443410,445410,2757058653600020,2757058656198431,2757058693365463,2757058758192467,2598.411,37167.032,64827.004,104592.447,443407,3
189,010um_neg,-1,441408,443408,2757058759147398,2757058761299176,2757058798945285,2757058853448897,2151.778,37646.109,54503.612,94301.499,441405,3
190,010um_neg,-1,439405,441405,2757058854203309,2757058856760327,2757058893970523,2757058945946034,2557.018,37210.196,51975.511,91742.725,439403,2
191,010um_neg,-1,437403,439403,2757058946722019,2757058948964634,2757058986443126,2757059057820354,2242.615,37478.492,71377.228,111098.335,437401,2
192,010um_neg,-1,435401,437401,2757059058575499,2757059061197211,2757059098316798,2757059158143301,2621.712,37119.587,59826.503,99567.802,435399,2
193,010um_neg,-1,433400,435400,2757059158869172,2757059161021274,2757059198716463,2757059252389866,2152.102,37695.189,53673.403,93520.694,433397,3
194,010um_neg,-1,431397,433397,2757059253160141,2757059255806920,2757059293081250,2757059347198482,2646.779,37274.33,54117.232,94038.341,431394,3
195,010um_neg,-1,429394,431394,2757059347992608,2757059350219522,2757059387886045,2757059440644580,2226.914,37666.523,52758.535,92651.972,429393,1
196,010um_neg,-1,427393,429393,2757059441517485,2757059443644592,2757059481497226,2757059535470131,2127.107,37852.634,53972.905,93952.646,427391,2
197,010um_neg,-1,425392,427392,2757059536290960,2757059538166544,2757059576319749,2757059640115534,1875.584,38153.205,63795.785,103824.574,425390,2
