trial_id,t_ns_since_cmd,position_counts
0,714005,-8742
0,1070924,-8741
0,1462265,-8741
0,1843084,-8741
0,2236710,-8742
0,2587132,-8742
0,2984969,-8742
0,3357940,-8742
0,3736462,-8742
0,4088786,-8742
0,4441233,-8742
0,4840941,-8742
0,5211091,-8665
0,5565380,-8465
0,5965415,-8288
0,6337597,-7831
0,6709424,-6663
0,7094131,-5030
0,7465473,-2809
0,7842520,161
0,8236870,2275
0,8590477,4317
0,8988367,6587
0,9360998,8912
0,9737333,11228
0,10112372,13376
0,10485045,15519
0,10841833,17492
0,11194233,19393
0,11568875,21415
0,11945245,22964
0,12316624,24385
0,12695155,25823
0,13069991,26879
0,13440738,27814
0,13821344,28611
0,14192919,29064
0,14565830,29371
0,14943529,29548
0,15337961,29924
0,15693176,30299
0,16065867,30489
0,16462201,30754
0,16838097,30936
0,17190568,31005
0,17587390,31097
0,17988459,31103
0,18361776,31117
0,18715768,31111
0,19078227,31092
0,19445653,31089
0,19841333,31072
0,20193899,31074
0,20567352,31066
0,20945694,31067
0,21337686,31066
0,21696945,31059
0,22069361,31011
0,22461995,30922
0,22821895,30878
0,23194642,30842
0,23588311,30814
0,23985677,30761
0,24346543,30719
0,24739229,30698
0,25134273,30692
0,25483458,30701
0,25842432,30705
0,26192055,30724
0,26566171,30749
0,26964240,30778
0,27315999,30803
0,27693150,30839
0,28087339,30872
0,28440528,30906
0,28824478,30938
0,29215810,30966
0,29571405,30991
0,29946868,31013
0,30340683,31026
0,30695682,31037
0,31067126,31050
0,31461670,31057
0,31820249,31064
0,32190954,31072
0,32586886,31078
0,32964837,31081
0,33316610,31086
0,33716771,31090
0,34068840,31094
0,34440189,31097
0,34821154,31106
0,35194444,31109
0,35567407,31118
0,35942909,31124
0,36339064,31132
0,36693649,31137
0,37066643,31145
0,37441053,31149
0,37816475,31155
0,38190583,31162
0,38586024,31167
0,38983293,31172
0,39358172,31176
0,39714483,31180
0,40066847,31185
0,40441401,31187
0,40841788,31191
0,41193394,31194
0,41570430,31197
0,41966366,31199
0,42339193,31204
0,42696161,31205
0,43098684,31209
0,43485711,31211
0,43859991,31213
0,44211413,31216
0,44590458,31216
0,44984749,31219
0,45336064,31220
0,45697122,31221
0,46066619,31223
0,46460293,31226
0,46842704,31226
0,47233658,31228
0,47586428,31229
0,47972550,31229
0,48358489,31232
0,48734490,31233
0,49087005,31234
0,49440468,31235
0,49817389,31236
0,50190788,31240
0,50564101,31240
0,50947770,31240
0,51341808,31240
0,51696147,31242
0,52071097,31242
0,52465664,31242
0,52822280,31243
0,53216881,31244
0,53588680,31244
0,53988622,31245
0,54361204,31248
0,54716871,31248
0,55069579,31248
0,55442076,31248
0,55840417,31249
0,56193577,31249
0,56570815,31249
0,56964046,31250
0,57340241,31250
0,57698159,31250
0,58087450,31250
0,58442338,31250
0,58818859,31250
0,59214729,31250
0,59566428,31251
0,59944654,31251
0,60338264,31252
0,60699045,31252
0,61067443,31252
0,61443470,31253
0,61842110,31254
0,62195643,31254
0,62569213,31254
0,62945871,31254
0,63340250,31254
0,63717783,31254
0,64088506,31254
0,64441351,31254
0,64821541,31255
0,65213951,31255
0,65568466,31256
0,65943153,31256
0,66339547,31256
0,66709804,31256
0,67069576,31256
0,67463538,31257
0,67823760,31257
0,68214684,31257
0,68589052,31257
0,68988137,31257
0,69359691,31258
0,69718461,31257
0,70110120,31257
1,686789,31265
1,1068539,31563
1,1441491,32057
1,1813623,32519
1,2192917,33159
1,2566988,34047
1,2922498,35116
1,3320421,36232
1,3692291,37789
1,4091345,39470
1,4484885,41153
1,4862228,43230
1,5277602,45236
1,5633444,47674
1,6032278,50333
1,6445305,52849
1,6800799,55059
1,7172816,56682
1,7566820,58820
1,7942700,60738
1,8295944,62184
1,8670162,63790
1,9046546,65136
1,9420626,66333
1,9797612,67678
1,10190665,68689
1,10545047,69516
1,10924773,70260
1,11318501,70727
1,11672975,71037
1,12047778,71179
1,12443616,71199
1,12812771,71521
1,13190703,71682
1,13566299,71780
1,13923810,72002
1,14294690,72070
1,14693194,72097
1,15089646,72113
1,15464164,72067
1,15820252,72060
1,16214180,72006
1,16586419,71978
1,16945444,71928
1,17338409,71887
1,17714473,71853
1,18132155,71806
1,18528990,71781
1,18946335,71724
1,19358792,71633
1,19712193,71513
1,20110933,71453
1,20472315,71386
1,20862057,71308
1,21253579,71235
1,21607589,71180
1,21985291,71147
1,22357812,71134
1,22741997,71125
1,23151141,71123
1,23501715,71137
1,23860870,71152
1,24234836,71168
1,24587087,71179
1,24966693,71206
1,25363234,71226
1,25765454,71247
1,26152571,71261
1,26510333,71274
1,26881798,71280
1,27236448,71284
1,27587466,71283
1,27965412,71281
1,28316120,71278
1,28669660,71274
1,29045746,71269
1,29441690,71266
1,29802491,71261
1,30191733,71258
1,30545302,71256
1,30923755,71251
1,31317501,71251
1,31690544,71251
1,32088444,71250
1,32441176,71250
1,32817969,71253
1,33170608,71253
1,33545425,71253
