trial_id,config,direction,target_counts,home_counts,t_cmd_ns,t_react_ns,t_engage_ns,t_complete_ns,reaction_us,motion_us,settle_us,total_us,final_pos_counts,final_error_counts
0,010um_pos,1,538436,536436,2764927855907290,2764927856667298,2764927862037015,2764927915080288,760.008,5369.717,53043.273,59172.998,538438,2
1,010um_pos,1,540438,538438,2764927915846106,2764927916586921,2764927920966003,2764927969130186,740.815,4379.082,48164.183,53284.08,540440,2
2,010um_pos,1,542440,540440,2764927970164040,2764927971072509,2764927975672891,2764928026941630,908.469,4600.382,51268.739,56777.59,542443,3
3,010um_pos,1,544443,542443,2764928027716645,2764928028436039,2764928032774583,2764928083013743,719.394,4338.544,50239.16,55297.098,544444,1
4,010um_pos,1,546445,544445,2764928083781660,2764928084504829,2764928088857866,2764928136808945,723.169,4353.037,47951.079,53027.285,546447,2
5,010um_pos,1,548447,546447,2764928137585706,2764928138307496,2764928142809827,2764928190119916,721.79,4502.331,47310.089,52534.21,548449,2
6,010um_pos,1,550449,548449,2764928190945123,2764928191685036,2764928196017044,2764928240501394,739.913,4332.008,44484.35,49556.271,550451,2
7,010um_pos,1,552451,550451,2764928241243725,2764928241959930,2764928246406231,2764928294055698,716.205,4446.301,47649.467,52811.973,552453,2
8,010um_pos,1,554453,552453,2764928294898319,2764928295663872,2764928299901771,2764928348878657,765.553,4237.899,48976.886,53980.338,554455,2
9,010um_pos,1,556454,554454,2764928349655225,2764928350395406,2764928354626944,2764928401424878,740.181,4231.538,46797.934,51769.653,556455,1
10,010um_pos,1,558455,556455,2764928402149584,2764928402860765,2764928407328907,2764928453752210,711.181,4468.142,46423.303,51602.626,558456,1
11,010um_pos,1,560456,558456,2764928454531872,2764928455249474,2764928459522260,2764928506480446,717.602,4272.786,46958.186,51948.574,560459,3
12,010um_pos,1,562459,560459,2764928507221252,2764928507934685,2764928512192260,2764928560606257,713.433,4257.575,48413.997,53385.005,562461,2
13,010um_pos,1,564461,562461,2764928561424698,2764928562131772,2764928566397563,2764928614839173,707.074,4265.791,48441.61,53414.475,564462,1
14,010um_pos,1,566462,564462,2764928615488327,2764928616485233,2764928620554695,2764928666606758,996.906,4069.462,46052.063,51118.431,566464,2
15,010um_pos,1,568464,566464,2764928667353250,2764928668328639,2764928672327262,2764928728099405,975.389,3998.623,55772.143,60746.155,568467,3
16,010um_pos,1,570467,568467,2764928728909472,2764928729684769,2764928733979486,2764928787464830,775.297,4294.717,53485.344,58555.358,570469,2
17,010um_pos,1,572468,570468,2764928788177143,2764928789224843,2764928793514075,2764928843999570,1047.7,4289.232,50485.495,55822.427,572469,1
18,010um_pos,1,574469,572469,2764928844780518,2764928845515845,2764928849837688,2764928894231330,735.327,4321.843,44393.642,49450.812,574472,3
19,010um_pos,1,576471,574471,2764928895037784,2764928895785165,2764928900131733,2764928958729075,747.381,4346.568,58597.342,63691.291,576473,2
20,010um_pos,1,578473,576473,2764928959503313,2764928960251616,2764928964895636,2764929016279902,748.303,4644.02,51384.266,56776.589,578474,1
21,010um_pos,1,580474,578474,2764929016970226,2764929017961718,2764929022263469,2764929070056961,991.492,4301.751,47793.492,53086.735,580477,3
22,010um_pos,1,582476,580476,2764929070881187,2764929071955574,2764929076114302,2764929129185781,1074.387,4158.728,53071.479,58304.594,582477,1
23,010um_pos,1,584477,582477,2764929129959126,2764929130679203,2764929135230823,2764929187451088,720.077,4551.62,52220.265,57491.962,584479,2
24,010um_pos,1,586478,584478,2764929188169698,2764929188872861,2764929193412993,2764929246649104,703.163,4540.132,53236.111,58479.406,586480,2
25,010um_pos,1,588480,586480,2764929247464540,2764929248206686,2764929252833664,2764929308151780,742.146,4626.978,55318.116,60687.24,588482,2
26,010um_pos,1,590482,588482,2764929308967761,2764929309748038,2764929314071212,2764929366847680,780.277,4323.174,52776.468,57879.919,590484,2
27,010um_pos,1,592484,590484,2764929367795636,2764929368748314,2764929373116616,2764929431625773,952.678,4368.302,58509.157,63830.137,592483,1
28,010um_pos,1,594486,592486,2764929432443963,2764929433162558,2764929437439283,2764929493826968,718.595,4276.725,56387.685,61383.005,594485,1
29,010um_pos,1,596486,594486,2764929494562056,2764929495640134,2764929499722989,2764929549949155,1078.078,4082.855,50226.166,55387.099,596488,2
30,010um_pos,1,598488,596488,2764929550682070,2764929551404598,2764929555930834,2764929607398842,722.528,4526.236,51468.008,56716.772,598490,2
31,010um_pos,1,600490,598490,2764929608193189,2764929608912101,2764929613544619,2764929667520855,718.912,4632.518,53976.236,59327.666,600492,2
32,010um_pos,1,602492,600492,2764929668338301,2764929669065334,2764929673398861,2764929723070035,727.033,4333.527,49671.174,54731.734,602493,1
33,010um_pos,1,604493,602493,2764929723876610,2764929724619625,2764929729274594,2764929775958030,743.015,4654.969,46683.436,52081.42,604495,2
34,010um_pos,1,606495,604495,2764929776773014,2764929777554924,2764929781834872,2764929835703299,781.91,4279.948,53868.427,58930.285,606498,3
35,010um_pos,1,608498,606498,2764929836477302,2764929837556680,2764929841747549,2764929896061679,1079.378,4190.869,54314.13,59584.377,608500,2
36,010um_pos,1,610499,608499,2764929896830680,2764929897533202,2764929902078698,2764929957202249,702.522,4545.496,55123.551,60371.569,610501,2
37,010um_pos,1,612501,610501,2764929957972898,2764929958695845,2764929963182769,2764930019598927,722.947,4486.924,56416.158,61626.029,612503,2
38,010um_pos,1,614503,612503,2764930020395031,2764930021122309,2764930025706394,2764930077681509,727.278,4584.085,51975.115,57286.478,614504,1
39,010um_pos,1,616505,614505,2764930078454985,2764930079178833,2764930083685243,2764930136954084,723.848,4506.41,53268.841,58499.099,616507,2
40,010um_pos,1,618507,616507,2764930137727294,2764930138470958,2764930142953281,2764930195848020,743.664,4482.323,52894.739,58120.726,618510,3
41,010um_pos,1,620509,618509,2764930196578696,2764930197329229,2764930201891667,2764930253308873,750.533,4562.438,51417.206,56730.177,620511,2
42,010um_pos,1,622511,620511,2764930254102588,2764930255206153,2764930259500488,2764930312519487,1103.565,4294.335,53018.999,58416.899,622513,2
43,010um_pos,1,624513,622513,2764930313314628,2764930314082152,2764930318417629,2764930378580054,767.524,4335.477,60162.425,65265.426,624514,1
44,010um_pos,1,626514,624514,2764930379399487,2764930380204899,2764930384735318,2764930437608028,805.412,4530.419,52872.71,58208.541,626516,2
45,010um_pos,1,628516,626516,2764930438407974,2764930439186942,2764930443458774,2764930500892309,778.968,4271.832,57433.535,62484.335,628518,2
46,010um_pos,1,630518,628518,2764930501626699,2764930502707986,2764930506997090,2764930561434135,1081.287,4289.104,54437.045,59807.436,630520,2
47,010um_pos,1,632519,630519,2764930562234810,2764930562927289,2764930567454495,2764930627128784,692.479,4527.206,59674.289,64893.974,632521,2
48,010um_pos,1,634521,632521,2764930627943088,2764930629037591,2764930633312079,2764930686975008,1094.503,4274.488,53662.929,59031.92,634523,2
49,010um_pos,1,636523,634523,2764930687748301,2764930688472494,2764930693101759,2764930748257698,724.193,4629.265,55155.939,60509.397,636525,2
50,010um_pos,1,638525,636525,2764930749089152,2764930749806353,2764930754431211,2764930812912638,717.201,4624.858,58481.427,63823.486,638527,2
