idx,elapsed_ns,position_counts
1424,347158,-123
1425,351275,-123
1426,389944,-123
1427,401341,-123
1428,360695,-123
1429,380733,-123
1430,362025,-123
1431,397948,-123
1432,360119,-123
1433,351441,-123
1434,373055,-123
1435,353529,-123
1436,377395,-123
1437,392163,-123
1438,369340,-123
1439,375075,-123
1440,352927,-123
1441,350884,-123
1442,361261,-123
1443,366096,-123
1444,361173,-123
1445,344626,-123
1446,346417,-123
1447,352284,-123
1448,339663,-123
1449,332438,-123
1450,360777,-123
1451,365309,-123
1452,345557,-123
1453,343354,-123
1454,345577,-123
1455,323943,-123
1456,338254,-123
1457,347099,-123
1458,371358,-123
1459,344724,-123
1460,311299,-123
1461,346516,-123
1462,333645,-123
1463,346490,-123
1464,343908,-122
1465,328421,-122
1466,347220,-123
1467,317255,-123
1468,344912,-123
1469,320947,-122
1470,378497,-122
1471,335729,-122
1472,342864,-122
1473,306536,-122
1474,310658,-122
1475,305835,-122
1476,330775,-123
1477,301284,-123
1478,345812,-123
1479,313090,-123
1480,327894,-123
1481,292027,-123
1482,326062,-123
1483,313537,-123
1484,315650,-123
1485,320086,-123
1486,286145,-123
1487,297966,-123
1488,356939,-123
1489,337499,-123
1490,342272,-123
1491,326625,-123
1492,327127,-123
1493,365103,-123
1494,339164,-123
1495,328667,-123
1496,349879,-123
1497,365229,-123
1498,342671,-123
1499,400578,-123
1500,355793,-123
1501,327748,-123
1502,374901,-123
1503,363908,-123
1504,363081,-123
1505,339619,-123
1506,340505,-123
1507,326234,-123
1508,374655,-123
1509,335442,-123
1510,351548,-124
1511,336900,-124
1512,341190,-123
1513,369128,-123
1514,370419,-123
1515,331484,-123
1516,351978,-123
1517,308470,-123
1518,330494,-123
1519,351599,-123
1520,369114,-123
1521,343789,-123
1522,309369,-123
1523,317193,-123
1524,354583,-123
1525,344027,-123
1526,344961,-123
1527,348891,-123
1528,365684,-123
1529,326979,-123
1530,340066,-123
1531,343098,-123
1532,349272,-123
1533,344665,-124
1534,302679,-124
1535,306963,-124
1536,340257,-124
1537,324845,-124
1538,311406,-124
1539,339635,-124
1540,350892,-124
1541,304611,-124
1542,327166,-124
1543,322826,-124
1544,362975,-124
1545,355821,-124
1546,358547,-124
1547,330551,-124
1548,308410,-124
1549,347007,-124
1550,313358,-124
1551,348334,-124
1552,347768,-124
1553,328583,-124
1554,332647,-124
1555,346624,-124
1556,349773,-124
1557,336590,-124
1558,350600,-124
1559,344826,-124
1560,354492,-124
1561,346590,-124
1562,347905,-124
1563,371356,-124
1564,347194,-124
1565,358109,-124
1566,360168,-124
1567,326845,-123
1568,328399,-123
1569,369101,-123
1570,368936,-123
1571,362402,-123
1572,362605,-123
1573,386705,-123
1574,375308,-123
1575,346441,-124
1576,381866,-124
1577,372740,-124
1578,366338,-124
1579,364551,-123
1580,348181,-123
1581,354391,-123
1582,363796,-123
1583,354677,-123
1584,364850,-123
1585,340046,-123
1586,348647,-123
1587,361373,-123
1588,355791,-123
1589,346750,-123
1590,339163,-124
1591,363866,-124
1592,348881,-124
1593,348629,-124
1594,347847,-123
1595,368275,-123
1596,351580,-123
1597,350283,-122
1598,359692,-122
1599,334725,-122
1600,347060,-123
1601,346855,-123
1602,375635,-123
1603,366207,-123
1604,358351,-123
1605,386497,-123
1606,369374,-122
1607,391723,-122
1608,343993,-122
1609,369874,-122
1610,367656,-122
1611,385867,-122
1612,379592,-122
1613,383280,-122
1614,349403,-122
1615,392792,-122
1616,406365,-122
1617,388054,-123
1618,389819,-122
1619,384583,-122
1620,392030,-122
1621,386544,-122
1622,372445,-122
1623,389585,-122
1624,403439,-122
1625,411801,-122
1626,386845,-122
1627,369168,-122
1628,385108,-122
1629,353448,-123
1630,363471,-123
1631,390385,-123
1632,410834,-122
1633,407511,-122
1634,388041,-122
1635,348109,-123
1636,386168,-123
1637,377779,-123
1638,397316,-123
1639,369813,-123
1640,371573,-123
1641,365073,-123
1642,388421,-123
1643,394002,-123
1644,385932,-123
1645,390762,-123
1646,386461,-122
1647,387092,-122
1648,388264,-123
1649,348635,-123
1650,391575,-123
1651,365676,-123
1652,387887,-123
1653,369471,-123
1654,388707,-123
