idx,elapsed_ns,position_counts
1655,378446,-123
1656,378486,-123
1657,384150,-123
1658,375726,-123
1659,401041,-123
1660,367648,-123
1661,390486,-123
1662,345272,-123
1663,353115,-123
1664,388649,-123
1665,384228,-123
1666,400624,-123
1667,398014,-123
1668,390067,-123
1669,384496,-123
1670,386176,-123
1671,369647,-123
1672,408352,-123
1673,356582,-123
1674,359804,-123
1675,385752,-123
1676,391327,-123
1677,383256,-123
1678,379291,-123
1679,385588,-123
1680,384876,-123
1681,388446,-123
1682,409165,-123
1683,399913,-123
1684,374038,-123
1685,363446,-123
1686,367702,-123
1687,361865,-123
1688,394171,-123
1689,366246,-123
1690,325463,-123
1691,327356,-123
1692,363510,-123
1693,368182,-123
1694,348244,-123
1695,353141,-123
1696,348621,-123
1697,356100,-123
1698,398921,-123
1699,356195,-123
1700,350910,-123
1701,351272,-123
1702,347623,-123
1703,368021,-123
1704,345827,-123
1705,348143,-123
1706,353025,-123
1707,345820,-123
1708,345231,-123
1709,332317,-123
1710,326363,-123
1711,376132,-123
1712,366942,-123
1713,365820,-123
1714,379042,-123
1715,346848,-123
1716,369431,-123
1717,386817,-123
1718,367351,-123
1719,371517,-123
1720,366317,-123
1721,366535,-123
1722,380276,-123
1723,384085,-123
1724,346282,-123
1725,393296,-123
1726,387041,-123
1727,392294,-123
1728,392582,-123
1729,381386,-123
1730,388671,-123
1731,388921,-123
1732,392600,-123
1733,408171,-123
1734,382036,-123
1735,372010,-123
1736,384460,-123
1737,362743,-123
1738,374621,-123
1739,366467,-123
1740,349182,-123
1741,366930,-123
1742,388103,-123
1743,392223,-123
1744,387433,-123
1745,345806,-123
1746,349343,-122
1747,344959,-122
1748,423009,-123
1749,389522,-123
1750,385934,-123
1751,376910,-123
1752,397228,-123
1753,383426,-122
1754,386804,-123
1755,366445,-123
1756,412288,-123
1757,346437,-123
1758,351223,-123
1759,384192,-123
1760,369090,-123
1761,375061,-123
1762,383981,-123
1763,402736,-123
1764,353212,-123
1765,387960,-123
1766,369407,-123
1767,386517,-123
1768,368245,-123
1769,390567,-123
1770,346582,-123
1771,376772,-123
1772,380108,-123
1773,367605,-123
1774,351118,-124
1775,385069,-124
1776,368287,-124
1777,399322,-124
1778,361383,-124
1779,388460,-124
1780,391204,-124
1781,381765,-124
1782,371625,-123
1783,366498,-123
1784,389658,-123
1785,388470,-123
1786,389040,-123
1787,388895,-123
1788,367478,-123
1789,397999,-123
1790,380084,-123
1791,364525,-123
1792,391566,-123
1793,389655,-123
1794,400320,-123
1795,357168,-123
1796,386320,-123
1797,391460,-123
1798,387174,-123
1799,386374,-123
1800,390181,-123
1801,389601,-123
1802,391417,-123
1803,384318,-123
1804,367494,-123
1805,354843,-123
1806,365513,-123
1807,397084,-123
1808,356650,-123
1809,388530,-123
1810,389537,-123
1811,389047,-123
1812,395766,-123
1813,380327,-123
1814,367807,-123
1815,369073,-123
1816,366652,-123
1817,368590,-124
1818,354327,-123
1819,381722,-123
1820,357648,-123
1821,378162,-123
1822,366519,-123
1823,370991,-123
1824,391327,-123
1825,405460,-123
1826,390389,-123
1827,367561,-123
1828,379981,-123
1829,379707,-123
1830,387840,-123
1831,374168,-123
1832,380806,-123
1833,360609,-123
1834,354585,-122
1835,393134,-122
1836,407144,-122
1837,403599,-123
1838,350899,-123
1839,370129,-123
1840,386532,-123
1841,350269,-123
1842,387817,-123
1843,365996,-123
1844,371321,-123
1845,386857,-122
1846,356716,-123
1847,403973,-123
1848,383074,-122
1849,369680,-123
1850,388735,-123
1851,366812,-123
1852,389434,-123
1853,346251,-123
1854,381318,-123
1855,409793,-122
1856,401213,-122
1857,384734,-123
1858,389322,-123
1859,390261,-123
1860,384670,-123
1861,347340,-123
1862,350554,-123
1863,385087,-123
1864,345377,-123
1865,394666,-123
1866,386144,-123
1867,388723,-123
1868,392530,-122
1869,405910,-122
1870,388770,-123
1871,389528,-123
1872,387246,-123
1873,347521,-123
1874,347645,-123
1875,349265,-123
1876,386376,-123
1877,367598,-123
1878,389033,-123
1879,367379,-123
1880,370109,-123
1881,386033,-123
1882,346566,-123
1883,373754,-123
1884,385638,-123
1885,356018,-123
1886,399738,-123
1887,350536,-123
1888,371109,-123
1889,386196,-123
1890,384131,-123
1891,373758,-123
1892,385908,-123
1893,391358,-123
1894,386570,-123
1895,343970,-123
1896,351467,-123
1897,385991,-123
1898,368439,-123
1899,394538,-123
1900,385327,-123
1901,370304,-123
1902,406554,-123
1903,365257,-123
1904,372248,-123
1905,363999,-123
1906,372215,-123
1907,388827,-123
1908,388872,-123
1909,391282,-123
1910,386980,-123
1911,395650,-123
1912,401920,-123
1913,386476,-123
1914,357694,-123
1915,379187,-123
1916,369340,-124
1917,392449,-124
1918,387089,-123
1919,387378,-123
1920,351143,-123
1921,388292,-123
1922,409501,-123
1923,385655,-123
1924,368957,-123
1925,366259,-123
1926,368088,-123
1927,371788,-123
1928,409033,-123
1929,396510,-123
1930,357116,-123
1931,392666,-123
1932,369491,-123
1933,385449,-123
1934,389519,-123
1935,366436,-123
1936,344979,-123
1937,374820,-123
1938,383917,-123
1939,367774,-123
1940,350223,-123
1941,386135,-123
1942,346722,-123
1943,390205,-123
1944,366078,-123
1945,373113,-123
1946,385697,-123
1947,346192,-123
1948,372575,-123
1949,385484,-123
1950,395879,-123
1951,358026,-123
1952,365080,-123
1953,386613,-123
1954,346744,-123
1955,347389,-123
1956,370725,-123
1957,386363,-123
1958,356369,-123
1959,381252,-123
1960,365908,-123
1961,374267,-123
1962,391212,-123
1963,402717,-123
1964,391407,-123
1965,403713,-123
1966,375190,-123
1967,387421,-123
1968,403140,-123
1969,392509,-123
1970,398704,-123
1971,384156,-123
1972,387999,-123
1973,383103,-123
1974,367111,-123
1975,369071,-123
1976,380581,-123
1977,376187,-123
1978,369521,-123
1979,349301,-123
1980,363127,-123
1981,368803,-123
1982,368819,-122
1983,366754,-122
1984,369630,-122
1985,386807,-123
1986,347992,-123
1987,369187,-123
1988,387778,-123
1989,367982,-123
1990,395183,-123
1991,386627,-123
1992,394462,-123
1993,358278,-123
1994,388988,-123
1995,367137,-123
1996,386400,-123
1997,351624,-123
1998,365255,-123
1999,367147,-123
